"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.PI3K-Akt signaling pathway","Ntwrk.PI3K-Akt signaling pathway","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"331",51527,"GSKIP",309,"HighConf","Novel",NA,1,"GSK3A",0,NA,0,NA,0,"",0
"332",2938,"GSTA1",485,"MedConf","Novel","Platinum drug resistance",10,"GPX3, ADH4, GSTA3, CYP3A5, GPX4, GSTO1, CYP2A6, GPX1, GSTP1, MGST1",0,NA,0,NA,0,"",0
"333",2940,"GSTA3",799,"MedConf","Novel","Platinum drug resistance",10,"GSTA1, CYP2A6, GPX4, GPX3, MGST1, GSTP1, CYP3A5, ADH4, GSTO1, GPX1",0,NA,0,NA,0,"",0
"334",9446,"GSTO1",476,"MedConf","Novel","Platinum drug resistance",11,"CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, GPX4, UBC, MGST1, GSTP1",0,NA,0,NA,0,"",0
"335",2950,"GSTP1",376,"MedConf","Novel","Platinum drug resistance",11,"MGST1, GPX4, GSTO1, CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, UBC",0,NA,0,NA,0,"",0
"336",51512,"GTSE1",230,"MedConf","Novel",NA,4,"BIRC5, CYP2A6, GRAMD3, REEP2",0,NA,0,NA,0,"",0
"337",2983,"GUCY1B3",419,"MedConf","Novel","Renin secretion, Long-term depression, Platelet activation",8,"ITPA, PDE5A, PDE1B, PDE6H, PDE6A, TWISTNB, POLR2F, POLR2J",0,NA,0,NA,0,"",0
"338",3000,"GUCY2D",551,"MedConf","Novel",NA,10,"PDE1B, PDE6H, PDE6A, CNGA1, POLR2F, PDE5A, PRKX, POLR2J, TWISTNB, ITPA",0,NA,0,NA,0,"",0
"339",2998,"GYS2",752,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway",4,"UBC, UGDH, UBB, RPS27A",0,NA,0,NA,0,"",0
"340",55506,"H2AFY2",761,"MedConf","Novel",NA,5,"HDAC4, HIST1H2BK, UBC, HDAC2, HIST1H2BJ",0,NA,0,NA,0,"",0
"341",3030,"HADHA",471,"MedConf","Novel","Lysine degradation",5,"PLA2G6, ACADSB, IVD, UBC, CSNK2A2",0,NA,0,NA,0,"",0
"342",338442,"HCAR2",492,"MedConf","Novel","cAMP signaling pathway",26,"CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, NPY, CXCR3, PTGDR2, CCR8, AGT, CXCR4, CXCR5, DRD2, PNOC, SSTR4, CXCL13, C5, HTR1A, S1PR2, GNAI3, OPRM1, CXCL11, NMUR2, MTNR1B, CXCL8",1,"CHRM2",0,NA,0,"",1
"343",3054,"HCFC1",147,"MedConf","Novel",NA,11,"TAF1, TAF4, POU2F1, OGT, CREB3, PHF20, SP1, MAX, WDR5, UBC, SIN3A",1,"CREB3",0,NA,0,"",1
"344",3059,"HCLS1",347,"MedConf","Novel",NA,2,"DNM1, SYK",1,"SYK",0,NA,0,"",1
"345",3066,"HDAC2",46,"HighConf","Novel","Thyroid hormone signaling pathway, Notch signaling pathway, Cell cycle",38,"MBD2, CHD4, MTA2, MAX, RELA, SP1, MORF4L1, KAT2B, SMAD4, CREB1, PHF12, SUFU, SAP30BP, SUZ12, KLF4, MBD3, RUNX1, EZH1, PHC2, HIST1H2BJ, HIST1H2BK, BCL11B, ING1, SIN3B, AIRE, PHF21A, SCML2, H2AFY2, DNTTIP1, RERE, ELMSAN1, ZFPM1, RREB1, CSF2, RBPJ, SIN3A, HDAC4, UBC",2,"RELA, CREB1",0,NA,0,"",2
"346",9759,"HDAC4",40,"MedConf","Novel",NA,21,"SIN3A, HDAC2, CHD4, MTA2, SP1, SFN, UBE2I, MORF4L1, DNAJB6, PHF12, RANGAP1, RANBP2, MBD3, HIST1H2BJ, HIST1H2BK, BCL6, ZBTB16, PHF21A, H2AFY2, YWHAG, YWHAH",2,"YWHAH, YWHAG",3,"UBE2I, RANGAP1, RANBP2",0,"",5
"347",23072,"HECW1",740,"MedConf","Novel",NA,25,"PSMC1, PSMA4, PSMA1, PSMD3, PSMD1, PSMC5, PSMB1, UBB, PSMB4, PSMD12, PSMA7, PSMB5, PSMB2, PSMA3, PSMC4, PSMD7, RPS27A, PSMD11, PSMA5, PSMA6, UBC, PSMF1, PSMC2, PSMD6, PSMD2",0,NA,0,NA,0,"",0
"348",3009,"HIST1H1B",661,"MedConf","Novel",NA,2,"CCNE1, UBC",1,"CCNE1",0,NA,0,"",1
"349",8970,"HIST1H2BJ",440,"MedConf","Novel",NA,5,"HIST1H2BK, H2AFY2, HDAC2, UBC, HDAC4",0,NA,0,NA,0,"",0
"350",85236,"HIST1H2BK",450,"MedConf","Novel",NA,5,"H2AFY2, UBC, HDAC2, HIST1H2BJ, HDAC4",0,NA,0,NA,0,"",0
"351",3158,"HMGCS2",762,"MedConf","Novel",NA,4,"UBC, SP1, MAX, NCOA6",0,NA,0,NA,0,"",0
"352",3181,"HNRNPA2B1",183,"HighConf","Novel",NA,22,"HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, PRPF8, SF3B1, CD2BP2, UBC, SF3B6, POLR2J, SF3B2, EFTUD2, POLR2F, SNRPD3, SRRM1",0,NA,1,"SRRM1",0,"",1
"353",3187,"HNRNPH1",185,"MedConf","Novel",NA,24,"PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, CD2BP2, SRRM1, SF3B1, EGFR, HNRNPA2B1, UBC, EFTUD2, POLR2J, SF3B2, PRPF8, SNRPD3, SF3B6, POLR2F, MIS12",1,"EGFR",1,"SRRM1",0,"",2
"354",4670,"HNRNPM",257,"MedConf","Novel","Spliceosome",22,"PAPOLA, PCF11, SRSF3, POLR2J, EFTUD2, HNRNPH1, PHF5A, HNRNPA2B1, PTBP1, SF3B6, CD2BP2, PRPF8, POLR2F, SRSF1, SF3B1, YBX1, SF3B2, SRRM1, SNRPD3, CCAR1, SRSF2, UBC",0,NA,1,"SRRM1",0,"",1
"355",3251,"HPRT1",420,"MedConf","Novel",NA,9,"ITPA, PDE5A, PDE1B, AMPD1, NT5C, PDE6H, PDE6A, ENTPD4, UBC",0,NA,0,NA,0,"",0
"356",60495,"HPSE2",866,"MedConf","Novel",NA,2,"AGRN, GPC2",0,NA,0,NA,0,"",0
"357",3274,"HRH2",249,"MedConf","Novel","Neuroactive ligand-receptor interaction",12,"CALCR, PTGIR, ADRB2, VIPR1, MC2R, GHRH, GPBAR1, HTR6, PTGER2, DRD5, SCT, RBM10",0,NA,0,NA,0,"",0
"358",3295,"HSD17B4",731,"MedConf","Novel",NA,4,"UBC, SP1, JUN, RELA",1,"RELA",0,NA,0,"",1
"359",7184,"HSP90B1",256,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Thyroid hormone synthesis",8,"APOB, MSR1, P4HB, RAE1, PDLIM7, UBC, CALR, HSPA5",0,NA,1,"RAE1",0,"",1
"360",3309,"HSPA5",90,"HighConf","Novel","Thyroid hormone synthesis, Protein export",8,"NFYB, LDLR, HSP90B1, APOB, NFYC, PRNP, UBC, EGFR",2,"HSP90B1, EGFR",0,NA,0,"",2
"361",3316,"HSPB2",796,"MedConf","Novel",NA,3,"UBB, HSPH1, DNAJB6",0,NA,0,NA,0,"",0
"362",10808,"HSPH1",475,"HighConf","Novel",NA,5,"HSPB2, UBC, UBB, DNAJB6, CALR",0,NA,0,NA,0,"",0
"363",3350,"HTR1A",467,"HighConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Serotonergic synapse",29,"SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, AGT, CXCR3, CXCL11, MTNR1B, NMUR2, GNAI3, GNG3, C5, PNOC, CXCL8, CXCR4, CCR8, CXCL13, CXCR5, NPY, GNG10, OPRM1, GNAO1, DRD2",3,"GNG3, GNG10, CHRM2",0,NA,0,"",3
"364",3362,"HTR6",502,"HighConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Serotonergic synapse",11,"PTGER2, DRD5, MC2R, GPBAR1, PTGIR, ADRB2, SCT, CALCR, GHRH, HRH2, VIPR1",0,NA,0,NA,0,"",0
"365",3383,"ICAM1",583,"HighConf","Novel","NF-kappa B signaling pathway, TNF signaling pathway, Leukocyte transendothelial migration, AGE-RAGE signaling pathway in diabetic complications",9,"IRF6, GBP2, NCAM1, ITGAM, IRF9, MT2A, UBC, RELA, OASL",1,"RELA",0,NA,0,"",1
"366",64135,"IFIH1",601,"MedConf","Novel","RIG-I-like receptor signaling pathway",2,"NLRX1, UBC",0,NA,0,NA,0,"",0
"367",3447,"IFNA13",810,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",4,"IL21R, IL12RB2, IL3RA, CNTFR",1,"IL3RA",0,NA,0,"",1
"368",3448,"IFNA14",812,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",6,"IL12RB2, IL3RA, IRF9, IFNA16, IL21R, CNTFR",2,"IL3RA, IFNA16",0,NA,0,"",2
"369",3449,"IFNA16",532,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",6,"IFNA14, IL3RA, IL12RB2, IL21R, IRF9, CNTFR",2,"IL3RA, IFNA14",0,NA,0,"",2
"370",3481,"IGF2",567,"MedConf","Novel",NA,6,"PF4, SERPING1, ALDOA, CTNND1, A2M, TGFB2",0,NA,0,NA,0,"",0
"371",3490,"IGFBP7",719,"MedConf","Novel",NA,1,"JUN",0,NA,0,NA,0,"",0
"372",3550,"IK",641,"HighConf","Novel",NA,10,"GNB2L1, MSH2, RBM10, MFAP1, XAB2, UBC, NCSTN, THOC1, EFTUD2, NDUFA1",0,NA,1,"THOC1",0,"",1
"373",3551,"IKBKB",59,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, NF-kappa B signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Chemokine signaling pathway, Osteoclast differentiation, RIG-I-like receptor signaling pathway, Ras signaling pathway, T cell receptor signaling pathway, Th17 cell differentiation, Apoptosis, Th1 and Th2 cell differentiation",29,"RELA, MAP3K3, COPS5, PEBP1, PDPK1, TLR4, TNFRSF1A, CLTC, MYD88, TICAM1, TIRAP, NFKBIB, TLR2, CNTN2, ERC1, BCL3, MAP3K8, CARD11, AGER, NFKBIE, LY96, CSF2, PYDC1, UBB, RIPK1, UBC, NGFR, MAP3K7, RPS27A",5,"TLR4, TLR2, RELA, PDPK1, NGFR",0,NA,0,"",5
"374",3592,"IL12A",324,"HighConf","Novel","Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway, Th1 and Th2 cell differentiation",9,"CNTFR, IL21R, IL3RA, IL1B, IL12RB2, EBI3, RELA, JUN, STAT1",2,"RELA, IL3RA",0,NA,0,"",2
"375",3595,"IL12RB2",470,"MedConf","Novel","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway, Th1 and Th2 cell differentiation",14,"IFNA16, PRL, CSF2, IFNA13, IL19, IFNA14, GH2, STAT1, EPO, SOCS2, IL12A, IL1B, IL22, IL3",7,"PRL, IL3, IFNA16, IFNA14, IFNA13, GH2, EPO",0,NA,0,"",7
"376",3605,"IL17A",728,"MedConf","Novel","Cytokine-cytokine receptor interaction, Th17 cell differentiation",2,"RELA, STAT1",1,"RELA",0,NA,0,"",1
"377",29949,"IL19",811,"MedConf","Novel","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",4,"IL3RA, IL21R, IL12RB2, CNTFR",1,"IL3RA",0,NA,0,"",1
"378",3552,"IL1A",437,"MedConf","Novel","Cytokine-cytokine receptor interaction, MAPK signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, Hematopoietic cell lineage",7,"TOLLIP, IL1RN, MYD88, IL1B, JUN, MAPKAPK3, MAP3K7",0,NA,0,NA,0,"",0
"379",3553,"IL1B",424,"MedConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, Hematopoietic cell lineage, Th17 cell differentiation",11,"IL1A, TOLLIP, IL12RB2, IL1RN, RELA, MYD88, IL12A, MAP3K3, A2M, JUN, NLRC4",1,"RELA",0,NA,0,"",1
"380",3557,"IL1RN",868,"MedConf","Novel",NA,4,"IL1A, TOLLIP, IL1B, MYD88",0,NA,0,NA,0,"",0
"381",50615,"IL21R",352,"MedConf","Novel","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway, Th17 cell differentiation",12,"IL22, IL3, IFNA16, PRL, CSF2, IFNA13, IL19, IFNA14, GH2, EPO, SOCS2, IL12A",7,"PRL, IL3, IFNA16, IFNA14, IFNA13, GH2, EPO",0,NA,0,"",7
"382",50616,"IL22",386,"MedConf","Novel","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway, Th17 cell differentiation",5,"IL3RA, IL12RB2, CNTFR, IL21R, STAT1",1,"IL3RA",0,NA,0,"",1
"383",9466,"IL27RA",846,"MedConf","Novel","Jak-STAT signaling pathway, Th17 cell differentiation",2,"EBI3, STAT1",0,NA,0,NA,0,"",0
"384",3562,"IL3",458,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Fc epsilon RI signaling pathway, Jak-STAT signaling pathway, Apoptosis",8,"IL12RB2, CSF2, POU2F1, GAB2, CNTFR, IL21R, IL3RA, JUN",1,"IL3RA",0,NA,0,"",1
"385",3563,"IL3RA",422,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway, Apoptosis",13,"IL3, IFNA16, PRL, CSF2, IFNA13, IL19, IFNA14, GH2, EPO, IL22, IL12A, GAB2, SOCS2",7,"PRL, IL3, IFNA16, IFNA14, IFNA13, GH2, EPO",0,NA,0,"",7
"386",3621,"ING1",638,"MedConf","Novel",NA,4,"PCNA, UBC, HDAC2, SIN3A",0,NA,0,NA,0,"",0
"387",8821,"INPP4B",853,"MedConf","Novel",NA,5,"INPP5J, PIK3R3, PIP5K1C, PIK3C2A, INPP5K",1,"PIK3R3",0,NA,0,"",1
"388",27124,"INPP5J",590,"MedConf","Novel",NA,2,"INPP4B, PIP5K1C",0,NA,0,NA,0,"",0
"389",51763,"INPP5K",589,"MedConf","Novel",NA,2,"INPP4B, PIP5K1C",0,NA,0,NA,0,"",0
"390",3843,"IPO5",658,"MedConf","Novel",NA,3,"POLDIP3, RPL23A, UBC",0,NA,0,NA,0,"",0
"391",3654,"IRAK1",435,"MedConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway",2,"TOLLIP, MYD88",0,NA,0,NA,0,"",0
"392",3664,"IRF6",584,"MedConf","Novel",NA,12,"GBP2, NCAM1, MT2A, ICAM1, IRF9, ISG15, RELA, EGR1, OASL, SMARCE1, KAT2B, JUN",1,"RELA",0,NA,0,"",1
"393",10379,"IRF9",307,"HighConf","Novel","NOD-like receptor signaling pathway, Osteoclast differentiation, Jak-STAT signaling pathway",11,"OASL, MT2A, IFNA16, EGR1, ICAM1, IRF6, GBP2, IFNA14, NCAM1, ISG15, STAT1",2,"IFNA16, IFNA14",0,NA,0,"",2
"394",9636,"ISG15",122,"MedConf","Novel","RIG-I-like receptor signaling pathway",15,"EIF4G1, STAT1, ACACB, YARS, IRF9, EIF4A1, OASL, EIF4G2, EGR1, IRF6, GBP2, USP18, EIF4E3, UBC, PCNA",0,NA,3,"EIF4G2, EIF4G1, EIF4A1",0,"",3
"395",3672,"ITGA1",407,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Focal adhesion, Hematopoietic cell lineage, ECM-receptor interaction",24,"PRKAR2B, AGRN, COL4A2, COL6A1, COL4A3, TNN, ITGB1, ACTA2, TNC, EGFR, PXN, ITGAV, CDC42, BIRC5, VCL, ITGA5, COL1A2, ARHGEF6, LAMA5, CAST, SORBS3, CAPN2, ITGAM, FLT4",12,"TNN, TNC, LAMA5, ITGB1, ITGAV, ITGA5, FLT4, EGFR, COL6A1, COL4A3, COL4A2, COL1A2",0,NA,0,"",12
"396",3678,"ITGA5",385,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Focal adhesion, Phagosome, Hematopoietic cell lineage, ECM-receptor interaction",15,"COL1A2, ITGA1, COL4A2, COL6A1, COL4A3, TNN, ITGB1, UBC, ITGAM, PXN, TNC, FGA, ITGAV, FLT4, LAMA5",11,"TNN, TNC, LAMA5, ITGB1, ITGAV, ITGA1, FLT4, COL6A1, COL4A3, COL4A2, COL1A2",0,NA,0,"",11
"397",3684,"ITGAM",283,"MedConf","Novel","Regulation of actin cytoskeleton, Rap1 signaling pathway, Leukocyte transendothelial migration, Phagosome, Hematopoietic cell lineage",17,"GP1BA, PIK3R3, ITGA5, ITGA1, ICAM1, AGER, JAM3, CTGF, SPON2, PRKD1, RAP1A, CD14, ITGB1, APOB, FGA, LRP1, ITGAV",5,"PIK3R3, ITGB1, ITGAV, ITGA5, ITGA1",0,NA,0,"",5
"398",3685,"ITGAV",179,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Focal adhesion, Thyroid hormone signaling pathway, Phagosome, ECM-receptor interaction",22,"LRP1, PDGFRB, FGA, ITGAM, PDGFRA, CSF1R, LAMA5, TNC, ITGA5, COL1A2, ITGA1, PTK2B, COL4A2, COL6A1, COL4A3, PIK3C2A, TNN, MFGE8, UBC, SYK, PXN, ITGB1",14,"TNN, TNC, SYK, PDGFRB, PDGFRA, LAMA5, ITGB1, ITGA5, ITGA1, CSF1R, COL6A1, COL4A3, COL4A2, COL1A2",0,NA,0,"",14
"399",3688,"ITGB1",32,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Rap1 signaling pathway, Leukocyte transendothelial migration, Focal adhesion, Phagosome, ECM-receptor interaction, Platelet activation",39,"EGFR, PRKD1, GNB2L1, MAX, PXN, CDC42, ITGAV, RAP1A, CD14, BIRC5, FGA, ITGAM, VCL, PIK3R3, PRKX, FLT4, LAMA5, CAPN2, TNC, ITGA5, ARHGEF6, CAST, COL1A2, ITGA1, PTK2B, PRKAR2B, AGRN, COL4A2, COL6A1, COL4A3, ABI1, ITGB1BP1, JAM3, ADAM12, CSF2, TNN, CAV3, COL23A1, UBC",13,"TNN, TNC, PIK3R3, LAMA5, ITGAV, ITGA5, ITGA1, FLT4, EGFR, COL6A1, COL4A3, COL4A2, COL1A2",0,NA,0,"",13
"400",9270,"ITGB1BP1",720,"HighConf","Novel",NA,1,"ITGB1",1,"ITGB1",0,NA,0,"",1
"401",23421,"ITGB3BP",318,"MedConf","Novel",NA,18,"RANGAP1, CENPO, CENPP, RANBP2, KIF18A, CDCA8, CENPH, BIRC5, NCSTN, RAD21, RPS27A, PLK1, UBC, MIS12, BUB1B, UBB, NUP43, NGFR",1,"NGFR",3,"RANGAP1, RANBP2, NUP43",0,"",4
"402",3704,"ITPA",445,"MedConf","Novel",NA,17,"PDE5A, GUCY2D, PDE1B, AMPD1, NT5C, PDE6H, PDE6A, POLD3, ENTPD4, UBC, POLR2J, POLE, GUCY1B3, TWISTNB, POLD4, POLR2F, HPRT1",0,NA,0,NA,0,"",0
"403",50618,"ITSN2",653,"HighConf","Novel",NA,2,"CDC42, UBC",0,NA,0,NA,0,"",0
"404",3712,"IVD",818,"HighConf","Novel",NA,1,"HADHA",0,NA,0,NA,0,"",0
"405",182,"JAG1",348,"HighConf","Novel","TNF signaling pathway, Notch signaling pathway, Th1 and Th2 cell differentiation",7,"DNM1, NOTCH4, RPS27A, MFNG, UBB, NCSTN, UBC",0,NA,0,NA,0,"",0
"406",83700,"JAM3",782,"MedConf","Novel","Leukocyte transendothelial migration",5,"ITGAM, MPDZ, PARD3, ITGB1, PPP2CB",2,"PPP2CB, ITGB1",0,NA,0,"",2
"407",8681,"JMJD7-PLA2G4B",542,"HighConf","Novel","MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Ether lipid metabolism, Long-term depression, Fc epsilon RI signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Platelet activation",10,"CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, GNAI3, PAFAH1B3, GNA11, PNPLA7, GNAO1",0,NA,0,NA,0,"",0
"408",3725,"JUN",98,"HighConf","Novel","Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, Mitophagy - animal, T cell receptor signaling pathway, GnRH signaling pathway, Th17 cell differentiation, Apoptosis, Th1 and Th2 cell differentiation",41,"UBE2I, COPS5, FBXW7, KAT2B, TAF1, TGFB2, TAF12, ATF3, SMAD4, MED21, EPO, CREB1, COPS2, ARNT, SPI1, IL12A, MAPK13, ARHGDIB, RUNX1, CXCL8, MT2A, COL1A2, EDN1, IL1B, IL1A, IL3, EGR1, IRF6, NOTCH4, IGFBP7, HSD17B4, AFP, CSF2, SMARCE1, SYK, MSH2, RELA, UBC, SP1, PRKD1, BAG1",6,"SYK, RELA, IL3, EPO, CREB1, COL1A2",1,"UBE2I",0,"",7
"409",8997,"KALRN",468,"MedConf","Novel",NA,32,"AVPR1A, NMS, ARHGAP5, ARHGAP20, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, RHOF, GNRH2, ARHGAP9, ARHGAP15, ARHGAP32, CDC42, ARHGDIB, AGT, ARHGEF6, RHOB, TACR3, TACR1, GNA15, NMUR2, ARHGEF3, GNA11, RHOV, A2M, EDN1",0,NA,0,NA,0,"",0
"410",8850,"KAT2B",142,"MedConf","Novel","Thyroid hormone signaling pathway, Notch signaling pathway",21,"TAF4, TAF12, E2F3, SMAD4, ASF1B, MBD3, IRF6, CNTN2, NOTCH4, TLE2, UBC, HDAC2, RELA, WDR5, JUN, SMARCE1, CHD4, SNW1, MTA2, RBPJ, MAP3K7",1,"RELA",0,NA,0,"",1
"411",3744,"KCNA10",530,"MedConf","Novel",NA,9,"KCNB2, KCNAB1, KCNH5, KCNH2, KCNB1, KCNA2, KCNQ1, KCNH7, KCNF1",0,NA,0,NA,0,"",0
"412",3737,"KCNA2",287,"MedConf","Novel",NA,9,"KCNB1, KCNAB1, KCNQ1, KCNH5, KCNF1, KCNH7, KCNA10, KCNB2, KCNH2",0,NA,0,NA,0,"",0
"413",7881,"KCNAB1",430,"HighConf","Novel",NA,9,"KCNQ1, KCNH5, KCNF1, KCNH7, KCNA10, KCNB2, KCNH2, KCNB1, KCNA2",0,NA,0,NA,0,"",0
"414",3745,"KCNB1",341,"MedConf","Novel",NA,11,"PRKX, PRKAR2B, KCNAB1, KCNQ1, KCNH5, KCNF1, KCNH7, KCNA10, KCNB2, KCNA2, KCNH2",0,NA,0,NA,0,"",0
"415",9312,"KCNB2",807,"HighConf","Novel",NA,9,"KCNA2, KCNA10, KCNB1, KCNH5, KCNF1, KCNH7, KCNQ1, KCNAB1, KCNH2",0,NA,0,NA,0,"",0
"416",3753,"KCNE1",339,"MedConf","Novel","Adrenergic signaling in cardiomyocytes",2,"PRKX, KCNQ1",0,NA,0,NA,0,"",0
"417",9992,"KCNE2",806,"MedConf","Novel",NA,1,"KCNQ1",0,NA,0,NA,0,"",0
"418",3754,"KCNF1",528,"MedConf","Novel",NA,9,"KCNH7, KCNA10, KCNB2, KCNAB1, KCNB1, KCNH2, KCNA2, KCNH5, KCNQ1",0,NA,0,NA,0,"",0
"419",3757,"KCNH2",277,"MedConf","Novel",NA,10,"KCNA2, KCNB1, KCNAB1, KCNQ1, KCNH5, KCNF1, KCNH7, KCNA10, KCNB2, UBC",0,NA,0,NA,0,"",0
"420",27133,"KCNH5",527,"MedConf","Novel",NA,9,"KCNF1, KCNH7, KCNA10, KCNB2, KCNA2, KCNH2, KCNQ1, KCNAB1, KCNB1",0,NA,0,NA,0,"",0
"421",90134,"KCNH7",529,"MedConf","Novel",NA,9,"KCNA10, KCNB2, KCNH2, KCNH5, KCNAB1, KCNA2, KCNF1, KCNQ1, KCNB1",0,NA,0,NA,0,"",0
"422",3784,"KCNQ1",526,"MedConf","Novel","Adrenergic signaling in cardiomyocytes",13,"KCNH5, KCNF1, KCNH7, KCNA10, KCNE2, KCNB2, KCNA2, PRKX, KCNB1, KCNAB1, UBC, KCNH2, KCNE1",0,NA,0,NA,0,"",0
"423",81930,"KIF18A",393,"MedConf","Novel",NA,16,"CDCA8, KIF4A, SKA3, BUB1B, RANGAP1, RAD21, ITGB3BP, NUP43, CENPP, POLB, CENPO, PLK1, RANBP2, MIS12, BIRC5, CENPH",0,NA,3,"RANGAP1, RANBP2, NUP43",0,"",3
"424",24137,"KIF4A",768,"MedConf","Novel",NA,6,"UBC, SKA3, KIF18A, CLTA, BIRC5, POLB",0,NA,0,NA,0,"",0
"425",3814,"KISS1",514,"HighConf","Novel",NA,20,"PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, BDKRB1, TACR1, ADRBK1, KALRN, EDN1, GNA11, GNA15, AGT, NMS, TACR3, AVPR1A, NMUR2",0,NA,0,NA,0,"",0
"426",9314,"KLF4",343,"MedConf","Novel",NA,15,"CEBPD, MED21, RELA, SEC11C, HDAC2, SMAD4, MED10, MED14, EPAS1, MED26, UBC, MED7, MED8, MED19, SP1",1,"RELA",0,NA,0,"",1
"427",57563,"KLHL8",617,"MedConf","Novel",NA,7,"COPS6, PSMA3, UBC, PSMA7, PSMA1, PSMA2, PSMA5",0,NA,0,NA,0,"",0
"428",10219,"KLRG1",670,"HighConf","Novel",NA,1,"SYK",1,"SYK",0,NA,0,"",1
"429",3845,"KRAS",306,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Ras signaling pathway, Relaxin signaling pathway, Thyroid hormone signaling pathway, Serotonergic synapse, Aldosterone-regulated sodium reabsorption, Mitophagy - animal, Long-term depression, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Apoptosis",4,"SHC2, NCAM1, UBC, EGFR",1,"EGFR",0,NA,0,"",1
