"GeneSymbol","Replicate1","X","EntrezID","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"SFXN3",0,15464,81855,-0.244,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SFXN4",0,1538,119559,1.412,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SFXN5",0,17561,94097,-0.134,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGCA",0,13140,6442,-0.602,0,1,"Present",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGCB",0,13149,6443,0.559,0,1,"Present",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGCD",0,13154,6444,1.002,0,1,"Present",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGCE",0,16788,8910,-0.763,0,0,"Absent",0.042,0.042,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGCG",0,13157,6445,-0.863,0,1,"Present",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGCZ",0,2221,137868,1.283,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGIP1",0,15924,84251,0.165,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGK1",0,13158,6446,-0.38,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SGK2",0,105,10110,-0.874,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SGK223",0,2965,157285,1.331,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGK3",0,4944,23678,-0.078,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SGK494",1,1735,124923,-2.848,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SGMS1",0,5390,259230,0.424,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SGMS2",0,3278,166929,0.703,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SGOL1",0,2813,151648,0.029,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SGOL2",0,2791,151246,0.996,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGPL1",1,16758,8879,-2.464,2,1,"Present",0.972,0.972,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SGPP1",0,15369,81537,0.837,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SGPP2",1,2001,130367,-2.865,0,1,"Present",0.404,0.404,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SGSH",0,13162,6448,-0.137,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SGSM1",0,1952,129049,0.113,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGSM2",0,18028,9905,1.401,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGSM3",0,6027,27352,0.245,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGTA",0.5,13166,6449,-1.299,5,1,"Absent",1,1,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SGTB",0,10482,54557,-0.016,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH2B1",0,5443,25970,1.136,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH2B2",0,551,10603,1.308,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH2B3",0,26,10019,0.085,0,1,"Present",0.973,0.973,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH2D1A",0,8550,4068,-0.066,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH2D1B",0,1458,117157,0.993,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH2D2A",0,16977,9047,1.624,0,1,"Present",1.155,1.155,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SH2D3A",0,44,10045,0.798,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH2D3C",0,43,10044,0.654,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH2D4B",0,8000,387694,0.019,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH2D6",0,6339,284948,-0.619,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BGR",0.5,13170,6450,-1.327,0,1,"Absent",0.892,0.892,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BGRL",0,13172,6451,-0.629,0,1,"Absent",0.492,0.492,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BGRL2",0,15684,83699,-0.419,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BGRL3",1,15582,83442,-2.413,2,1,"Absent",1.047,1.047,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SH3BP1",0,4908,23616,0.155,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BP2",0,13175,6452,-0.898,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH3BP4",0,4943,23677,0.953,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BP5",0,17629,9467,-0.093,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3BP5L",0,15296,80851,0.319,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3D19",0.5,2852,152503,-1.568,2,1,"Absent",0.647,0.647,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3D21",0,14844,79729,-0.39,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3GL1",0,13179,6455,-0.792,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH3GL2",0,13180,6456,0.242,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH3GL3",0,13181,6457,0.903,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH3GLB1",0.5,9579,51100,-1.536,4,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SH3GLB2",0.5,11755,56904,-1.541,1,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH3KBP1",0,6801,30011,-0.768,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SH3PXD2A",0,17786,9644,2.105,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3PXD2B",0,6394,285590,-0.516,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3RF1",0,12186,57630,0.413,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3RF2",0,2900,153769,0.58,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3RF3",0,7402,344558,-0.163,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3TC1",0,10389,54436,0.71,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3TC2",0,14760,79628,1.984,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SH3YL1",0,5785,26751,-0.361,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHANK1",0,9484,50944,0.662,0,0,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SHANK2",0,4380,22941,0.573,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SHANK3",0,16412,85358,1.164,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SHARPIN",0,15467,81858,-0.391,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHB",0,13196,6461,0.063,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHBG",0,13198,6462,-0.448,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHC1",0,13199,6464,-0.742,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHC2",0.5,5259,25759,-1.001,1,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHC3",0,10218,53358,-0.86,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHC4",0,8365,399694,0.061,0,1,"Present",0.678,0.678,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHCBP1",0.5,14901,79801,-1.559,2,1,"Absent",1,1,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHCBP1L",0,15421,81626,1.031,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHD",0,11808,56961,0.484,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHE",0,1829,126669,0.238,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHF",0,16991,90525,-0.847,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHFM1",0,14891,7979,0.286,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHH",0,13215,6469,0.232,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SHISA2",0,8016,387914,1.243,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHISA3",0,2856,152573,0.251,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHISA4",0.5,2699,149345,-1.59,0,1,"Absent",0.973,0.973,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHISA5",1,9694,51246,-1.972,1,1,"Present",0.347,0.347,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SHISA6",0.5,8038,388336,-1.875,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHKBP1",0,17381,92799,0.671,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHMT1",0,13220,6470,-0.718,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SHMT2",0,13226,6472,-0.483,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SHOC2",0,15226,8036,1.34,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHOX",0,13227,6473,1.01,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHOX2",0,13228,6474,-0.725,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHPK",0,4951,23729,0.93,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHPRH",0,5251,257218,0.122,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHQ1",0,10907,55164,0.337,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHROOM1",1,2140,134549,-2.155,0,1,"Absent",1,1,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SHROOM2",0,7592,357,1.069,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHROOM3",0,12179,57619,1.123,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SHROOM4",0,12074,57477,-0.817,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SI",0,13242,6476,-0.865,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIAE",0,10381,54414,0.663,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIAH1",0,13251,6477,-0.193,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIAH2",0,13260,6478,-0.001,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIAH3",0,6195,283514,-0.96,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIDT1",0,10627,54847,0.152,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIDT2",0,9570,51092,0.705,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGIRR",0,12485,59307,0.713,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC1",0,13585,6614,1.448,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIGLEC10",0.5,16834,89790,-1.483,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC11",0,1242,114132,-0.857,0,1,"Absent",0.404,0.404,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC12",0,16851,89858,0.611,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC15",0,6272,284266,-0.41,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC5",0,16667,8778,0.686,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC6",0.5,17623,946,-1.599,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC7",0,5844,27036,0.533,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC8",0,5930,27181,1.413,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLEC9",0.5,5929,27180,-1.434,0,0,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGLECL1",0,6293,284369,1.074,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIGMAR1",0,267,10280,0.371,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIK1",0,2733,150094,-0.371,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIK2",0,4609,23235,-0.985,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIK3",0,4730,23387,0.418,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIKE1",0,15107,80143,0.938,0,1,"Present",1.155,1.155,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIL1",0,13101,64374,-0.574,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SIM1",0.5,13325,6492,-1.839,1,1,"Absent",1.155,1.155,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIM2",0,13333,6493,-0.903,0,1,"Absent",0.492,0.492,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIMC1",0,7825,375484,0.245,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIN3A",0.5,5425,25942,-1.064,22,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIN3B",0.5,4673,23309,-1.495,3,1,"Absent",0.298,0.298,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIPA1",0,13334,6494,-0.007,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIPA1L1",0,5492,26037,-0.95,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIPA1L2",0,12142,57568,-0.803,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIPA1L3",0,4490,23094,0.083,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIRPA",0,2374,140885,-0.048,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIRPB1",0.5,309,10326,-1.495,0,1,"Present",1.155,1.155,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIRPD",0,1930,128646,3.042,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIRPG",0,11121,55423,0.808,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIRT1",0,4750,23411,1.521,0,1,"Absent",1.155,1.155,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SIRT2",0,4374,22933,0.409,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIRT3",0,4749,23410,0.529,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIRT4",0,4748,23409,-0.919,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIRT5",0,4747,23408,0.044,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIRT6",0,9920,51548,-0.379,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIRT7",0,9919,51547,0.839,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIT1",0.5,5953,27240,-1.236,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIVA1",0,523,10572,2.067,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIX1",0,13339,6495,0.12,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIX2",1,659,10736,-2.404,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SIX3",0,13341,6496,-0.362,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIX4",0,10069,51804,-0.529,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIX5",0,2627,147912,0.305,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SIX6",0,9322,4990,-0.009,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SKA1",0,4070,220134,0.952,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SKA2",0,7495,348235,1.006,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SKA3",0.5,4112,221150,-1.175,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SKAP1",0.5,16541,8631,-1.418,0,1,"Absent",1.155,1.155,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SKAP2",0,16807,8935,-0.068,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
