"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"SUPV3L1",6832,6,0.64964,0.83869,0.999804,17323,3,-6.1281,0.095503,0.095578,0.986119,2084,0,-6.1281,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SURF1",6834,6,0.93235,0.95854,0.999804,20427,1,-6.7605,0.021104,0.022943,0.986119,476,1,-6.7605,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SURF2",6835,6,0.0090311,0.040824,0.841773,923,2,-5.7761,0.31225,0.31236,0.99953,6698,0,-5.7761,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SURF4",6836,6,0.78631,0.89582,0.999804,18744,2,-6.8275,0.19294,0.19301,0.993573,4185,0,-6.8275,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SURF6",6838,6,0.7103,0.86392,0.999804,17966,2,-7.2381,0.88541,0.8853,0.999987,18942,0,-7.2381,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SUSD1",64420,6,0.18323,0.41116,0.999616,8558,3,-6.922,0.36401,0.3641,0.99953,7835,0,-6.922,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SUSD2",56241,6,0.75104,0.88042,0.999804,18370,2,-6.9292,0.12135,0.12142,0.986119,2663,0,-6.9292,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SUSD3",203328,6,0.023657,0.090836,0.892055,1988,4,-8.8624,0.53507,0.53515,0.999987,11541,0,-8.8624,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SUSD4",55061,6,0.20542,0.44202,0.999804,9172,3,-5.9865,0.19969,0.19974,0.993573,4316,0,-5.9865,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SUSD5",26032,6,0.24663,0.49696,0.999804,10287,3,-7.9305,0.67274,0.67275,0.999987,14430,0,-7.9305,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SUV39H1",6839,6,0.86763,0.93567,0.999804,19677,1,-6.7496,0.047375,0.048071,0.986119,1024,1,-6.7496,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SUV39H2",79723,6,0.082722,0.24232,0.963557,5135,4,-8.5951,0.29499,0.29512,0.99953,6325,0,-8.5951,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SUZ12",23512,6,0.93795,0.96016,0.999804,20481,1,-6.0903,0.42733,0.42741,0.99953,9209,0,-6.0903,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SV2A",9900,6,0.0057637,0.026954,0.815506,618,6,-8.4669,0.99424,0.9942,0.999987,21522,0,-8.4669,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SV2B",9899,6,0.28897,0.55081,0.999804,11321,4,-7.4931,0.11302,0.11301,0.986119,2474,0,-7.4931,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SV2C",22987,6,0.073927,0.22184,0.953634,4733,5,-8.0397,0.91443,0.91446,0.999987,19585,0,-8.0397,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SVEP1",79987,6,0.21973,0.46148,0.999804,9552,4,-8.1564,0.30248,0.30254,0.99953,6489,0,-8.1564,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SVIL",6840,6,0.038957,0.13385,0.911373,2924,3,-6.8415,0.17062,0.17084,0.993573,3713,0,-6.8415,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SVIP",258010,6,0.12839,0.33085,0.992826,6882,3,-7.3695,0.66293,0.66291,0.999987,14233,0,-7.3695,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SVOP",55530,6,0.60505,0.80729,0.999804,16660,1,-7.0453,0.70162,0.70148,0.999987,15080,0,-7.0453,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SVOPL",136306,6,0.71862,0.86723,0.999804,18054,2,-7.0329,0.45686,0.45686,0.99953,9846,0,-7.0329,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SWAP70",23075,6,0.27707,0.53591,0.999804,11031,3,-7.8243,0.82904,0.82886,0.999987,17748,0,-7.8243,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SWSAP1",126074,6,0.50418,0.73461,0.999804,15182,3,-7.2372,0.86371,0.86372,0.999987,18444,0,-7.2372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SWT1",54823,5,0.78516,0.88357,0.999804,18731,2,-6.7023,0.19165,0.19176,0.993573,4155,0,-6.7023,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYAP1",94056,5,0.049478,0.15153,0.92172,3494,4,-8.1327,0.91645,0.91655,0.999987,19611,0,-8.1327,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYBU",55638,6,0.050616,0.16439,0.925636,3558,5,-8.0367,0.59429,0.59422,0.999987,12830,0,-8.0367,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCE1",93426,6,0.64475,0.83525,0.999804,17238,1,-6.6651,0.72351,0.72343,0.999987,15545,0,-6.6651,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCE1L",100130958,6,0.20542,0.44202,0.999804,9174,4,-7.9361,0.40629,0.40637,0.99953,8756,0,-7.9361,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCE2",256126,6,0.22832,0.4729,0.999804,9789,3,-7.713,0.28263,0.28285,0.99953,6049,0,-7.713,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCE3",644186,6,0.02458,0.093557,0.892055,2046,4,-8.9419,0.62784,0.62791,0.999987,13477,0,-8.9419,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCN",342898,6,0.094851,0.26992,0.977753,5653,4,-8.3565,0.11379,0.11379,0.986119,2494,0,-8.3565,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCP1",6847,5,0.10995,0.27502,0.979249,6284,3,-8.6046,0.84866,0.84859,0.999987,18142,0,-8.6046,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCP2",10388,6,0.42033,0.67337,0.999804,13829,3,-7.3998,0.6868,0.68667,0.999987,14726,0,-7.3998,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCP2L",221711,6,0.2032,0.43894,0.999804,9081,3,-7.0535,0.80384,0.80368,0.999987,17240,0,-7.0535,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYCP3",50511,6,0.98166,0.98177,0.999804,21229,1,-3.1041,0.064935,0.065237,0.986119,1418,1,-3.1041,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYDE1",85360,6,0.68377,0.85357,0.999804,17718,2,-6.5498,0.31357,0.31369,0.99953,6725,0,-6.5498,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYDE2",84144,6,0.98114,0.98131,0.999804,21216,1,-6.8718,0.81217,0.81205,0.999987,17401,0,-6.8718,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYF2",25949,6,0.98892,0.98887,0.999804,21408,0,-6.7922,0.16059,0.1608,0.993573,3480,0,-6.7922,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYK",6850,5,0.26101,0.48986,0.999804,10613,1,-6.4893,0.61042,0.61082,0.999987,13153,0,-6.4893,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYMPK",8189,5,0.97056,0.97062,0.999804,20998,0,-5.5163,0.38598,0.38654,0.99953,8319,0,-5.5163,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYN1",6853,6,0.99408,0.99404,0.999804,21533,0,-6.5354,0.025456,0.027055,0.986119,564,1,-6.5354,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SYN2",6854,6,0.52307,0.74827,0.999804,15461,2,-7.2316,0.13434,0.13442,0.989446,2948,0,-7.2316,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYN3",8224,5,0.34727,0.57814,0.999804,12612,3,-7.2159,0.027458,0.02834,0.986119,603,1,-7.2159,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SYNC",81493,6,0.32322,0.59248,0.999804,12078,4,-7.7237,0.82447,0.82434,0.999987,17656,0,-7.7237,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNCRIP",10492,6,0.47748,0.71516,0.999804,14741,3,-7.3584,0.12075,0.12081,0.986119,2649,0,-7.3584,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNDIG1",79953,6,0.28167,0.5416,0.999804,11156,4,-7.8183,0.89365,0.89359,0.999987,19142,0,-7.8183,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNDIG1L",646658,6,0.069174,0.21047,0.949771,4501,3,-7.4614,0.37752,0.37752,0.99953,8139,0,-7.4614,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNE1",23345,6,0.034765,0.12245,0.903593,2677,3,-6.7949,0.28887,0.28909,0.99953,6183,0,-6.7949,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNE2",23224,6,0.30986,0.57634,0.999804,11809,4,-7.6687,0.83656,0.8365,0.999987,17875,0,-7.6687,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNE3",161176,6,0.22506,0.46858,0.999804,9691,3,-7.2547,0.56098,0.561,0.999987,12090,0,-7.2547,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNE4",163183,6,0.028483,0.10478,0.892055,2314,3,-7.6567,0.34302,0.34325,0.99953,7356,0,-7.6567,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNGAP1",8831,6,0.17633,0.40128,0.999616,8368,4,-8.2468,0.70194,0.7018,0.999987,15087,0,-8.2468,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYNGR1",9145,6,0.0070769,0.032616,0.829751,732,6,-8.4798,0.99292,0.99291,0.999987,21483,0,-8.4798,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNGR2",9144,5,0.97193,0.97199,0.999804,21025,0,-5.2601,0.091453,0.091698,0.986119,1991,0,-5.2601,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNGR3",9143,6,0.22938,0.4743,0.999804,9816,4,-8.0689,0.58133,0.58132,0.999987,12508,0,-8.0689,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNGR4",23546,5,0.4138,0.64334,0.999804,13712,3,-7.542,0.89616,0.89628,0.999987,19202,0,-7.542,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNJ1",8867,5,0.3122,0.54294,0.999804,11867,3,-7.182,0.49468,0.49502,0.999594,10669,0,-7.182,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SYNJ2",8871,6,0.073977,0.22196,0.953634,4739,3,-3.8023,0.00098124,0.0019423,0.830033,43,2,-3.8023,0,1,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Metabolic pathways, Inositol phosphate metabolism, Phosphatidylinositol signaling system"
"SYNJ2BP",55333,6,0.0015411,0.0077164,0.652717,209,5,-8.9205,0.82092,0.8208,0.999987,17605,0,-8.9205,0.5,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNJ2BP-COX16",100529257,1,0.52054,0.52039,0.999804,15422,0,-7.4794,0.47946,0.47943,0.999594,10362,0,-7.4794,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNM",23336,6,0.22697,0.47107,0.999804,9750,3,-7.3724,0.14081,0.14086,0.993573,3072,0,-7.3724,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNPO",11346,6,0.0089979,0.040685,0.841773,916,6,-8.1624,0.991,0.99096,0.999987,21422,0,-8.1624,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYNPO2",171024,5,0.18705,0.41058,0.999616,8685,2,-6.7791,0.40612,0.40681,0.99953,8751,0,-6.7791,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNPO2L",79933,6,0.028005,0.10337,0.892055,2274,1,-5.9815,0.69395,0.69371,0.999987,14904,0,-5.9815,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNPR",132204,6,0.51311,0.74107,0.999804,15311,3,-7.591,0.26771,0.26804,0.99953,5731,0,-7.591,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYNRG",11276,6,0.42887,0.6796,0.999804,13978,2,-6.5932,0.051136,0.051719,0.986119,1111,1,-6.5932,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYP",6855,5,0.035967,0.12123,0.903593,2762,4,-8.5935,0.55903,0.5594,0.999987,12040,0,-8.5935,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYPL1",6856,6,0.096672,0.27398,0.979249,5711,4,-8.3297,0.917,0.91703,0.999987,19650,0,-8.3297,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYPL2",284612,6,0.20821,0.4459,0.999804,9253,3,-7.4706,0.26966,0.26998,0.99953,5770,0,-7.4706,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYS1",90196,5,0.50519,0.72619,0.999804,15192,2,-5.9062,0.4362,0.43669,0.99953,9422,0,-5.9062,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT1",6857,6,0.11636,0.31249,0.987547,6507,3,-8.1194,0.43308,0.43316,0.99953,9350,0,-8.1194,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SYT10",341359,6,0.26869,0.52537,0.999804,10797,4,-7.8394,0.070486,0.070714,0.986119,1542,1,-7.8394,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT11",23208,5,0.012259,0.047713,0.854262,1192,5,-8.2864,0.97795,0.97804,0.999987,21078,0,-8.2864,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT12",91683,6,0.093412,0.26664,0.974656,5616,4,-8.2527,0.72351,0.72343,0.999987,15517,0,-8.2527,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT13",57586,5,0.26527,0.49438,0.999804,10713,3,-7.4237,0.23116,0.23139,0.993573,4998,0,-7.4237,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT14",255928,6,0.80139,0.90257,0.999804,18939,2,-5.0233,0.40205,0.40212,0.99953,8629,0,-5.0233,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT15",83849,6,0.74139,0.87646,0.999804,18280,2,-6.3858,0.14829,0.14843,0.993573,3233,0,-6.3858,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT16",83851,6,0.047374,0.15607,0.921818,3393,4,-8.6715,0.98227,0.9822,0.999987,21195,0,-8.6715,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT17",51760,6,0.31147,0.57832,0.999804,11851,2,-6.3944,0.28895,0.28917,0.99953,6184,0,-6.3944,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT2",127833,6,0.027202,0.1011,0.892055,2214,5,-8.213,0.91443,0.91446,0.999987,19587,0,-8.213,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT3",84258,6,0.079886,0.23569,0.959456,5001,4,-8.4607,0.89003,0.89003,0.999987,19048,0,-8.4607,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT4",6860,6,0.25977,0.51395,0.999804,10603,3,-7.5705,0.76631,0.76629,0.999987,16455,0,-7.5705,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT5",6861,6,0.033913,0.12008,0.903593,2625,5,-7.8608,0.81749,0.81735,0.999987,17521,0,-7.8608,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT6",148281,5,0.1152,0.28494,0.979249,6470,2,-4.1765,0.052149,0.052357,0.986119,1133,1,-4.1765,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT7",9066,6,0.033845,0.11989,0.903593,2623,4,-8.7535,0.047722,0.048395,0.986119,1032,1,-8.7535,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SYT8",90019,6,0.80139,0.90257,0.999804,18936,2,-7.303,0.14395,0.1441,0.993573,3139,0,-7.303,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYT9",143425,6,0.16227,0.38119,0.996564,7936,3,-7.3966,0.33919,0.33942,0.99953,7283,0,-7.3966,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYTL1",84958,6,0.039316,0.13483,0.911864,2948,5,-8.6333,0.63679,0.63678,0.999987,13659,0,-8.6333,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYTL2",54843,6,0.011274,0.049967,0.854378,1101,3,-7.5395,0.41238,0.41248,0.99953,8910,0,-7.5395,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYTL3",94120,6,0.64524,0.83559,0.999804,17269,2,-7.1245,0.82092,0.8208,0.999987,17584,0,-7.1245,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYTL4",94121,6,0.018461,0.07548,0.878887,1637,4,-8.8835,0.97557,0.9755,0.999987,21017,0,-8.8835,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYTL5",94122,6,0.006537,0.030356,0.829751,685,3,-7.1021,0.28256,0.28277,0.99953,6046,0,-7.1021,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SYVN1",84447,6,0.076176,0.2272,0.956288,4839,4,-8.4965,0.73209,0.732,0.999987,15761,0,-8.4965,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SZRD1",26099,6,0.8543,0.92865,0.999804,19507,2,-7.3372,0.7818,0.78175,0.999987,16793,0,-7.3372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SZT2",23334,6,0.37816,0.6421,0.999804,13127,2,-6.4467,0.43118,0.43129,0.99953,9313,0,-6.4467,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"T",6862,6,0.64179,0.83312,0.999804,17202,2,-6.3873,0.7979,0.79781,0.999987,17077,0,-6.3873,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAAR1",134864,6,0.33246,0.60331,0.999804,12313,4,-7.6571,0.80384,0.80368,0.999987,17228,0,-7.6571,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAAR2",9287,6,0.20983,0.44816,0.999804,9291,4,-7.6726,0.6201,0.62008,0.999987,13336,0,-7.6726,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAAR5",9038,6,0.12281,0.32238,0.990136,6724,3,-7.4589,0.79159,0.79147,0.999987,17007,0,-7.4589,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAAR6",319100,6,0.10796,0.29859,0.985197,6204,2,-6.6695,0.58854,0.58859,0.999987,12687,0,-6.6695,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAAR8",83551,6,0.4296,0.68013,0.999804,13985,3,-7.4048,0.84609,0.84616,0.999987,18078,0,-7.4048,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAAR9",134860,6,0.24286,0.49204,0.999804,10164,2,-6.7947,0.67123,0.67124,0.999987,14403,0,-6.7947,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAB1",10454,6,0.79469,0.89956,0.999804,18831,1,-6.9577,0.4894,0.48938,0.999594,10607,0,-6.9577,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TAB2",23118,6,0.025507,0.096175,0.892055,2107,3,-7.6525,0.2718,0.27212,0.99953,5810,0,-7.6525,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TAB3",257397,6,0.68619,0.85447,0.999804,17750,2,-6.4351,0.69262,0.69239,0.999987,14879,0,-6.4351,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TAC1",6863,6,0.82426,0.91346,0.999804,19200,2,-7.1609,0.035567,0.036726,0.986119,780,1,-7.1609,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TAC3",6866,6,0.13699,0.34397,0.992846,7149,4,-8.3413,0.0014702,0.0028556,0.830033,65,1,-8.3413,0,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
